CRN	Subj	No.	Title	Building	Room	Days	Begin	End	Max	Actual	Avail	Waitlist	Crosslist	Actual	Instructor
10103	LAT	201	Intro to Latin Prose	GOE	207	T R	8:30 AM	9:50 AM	15	0	15	0			Gretchen Meyers
10778	LAT	372	Ovid's Heroides	UNK	0	M W	1:00 PM	2:20 PM	15	5	10	0			Zachary Biles
10436	LIN	101	Introduction to Linguistics	UNK	0	M W	2:30 PM	3:50 PM	25	5	20	0			Ashley LaBoda
10378	LIT	110	Foundations of World Theatre	UNK	0	T R	10:00 AM	11:20 AM	5	0	5	0	20	0	. Staff
10379	LIT	272	Women in Theatre	UNK	0	T R	10:00 AM	11:20 AM	20	3	17	0	20	8	Rachel Anderson-Rabern
10737	LIT	203	Medieval British Literature	UNK	0	M W F	10:00 AM	10:50 AM	19	0	19	0	19	3	. Staff
10751	LIT	101	Intro to Literary Studies	UNK	0	M W F	1:30 PM	2:20 PM	19	0	19	0			Curtis Bentzel
10767	LIT	371	Mediterranean Narrative Jrny	UNK	0	W	2:30 PM	3:50 PM	6	1	5	0			Giovanna Lerner
10767	LIT	371	Mediterranean Narrative Jrny	UNK	0	F	2:30 PM	3:50 PM	6	1	5	0			Giovanna Lerner
10106	MAT	105	Prep for College Mathematics	UNK	0	T R	1:00 PM	2:20 PM	25	0	25	0			. Staff
10106	MAT	105	Prep for College Mathematics	UNK	0	M	1:30 PM	2:20 PM	25	0	25	0			. Staff
10107	MAT	109	Calculus I	UNK	0	M W F	2:15 PM	3:20 PM	25	0	25	0			Annalisa Crannell
10108	MAT	109	Calculus I	UNK	0	M W F	12:15 PM	1:20 PM	25	1	24	0			Annalisa Crannell
10109	MAT	109	Calculus I	UNK	0	T	1:15 PM	2:05 PM	25	0	25	0			Alan Levine
10109	MAT	109	Calculus I	UNK	0	M W F	1:30 PM	2:20 PM	25	0	25	0			Alan Levine
10110	MAT	109	Calculus I	UNK	0	M W F	12:15 PM	1:20 PM	25	0	25	0			Wendell Ressler
10111	MAT	109	Calculus I	UNK	0	M W F	1:30 PM	2:35 PM	25	0	25	0			Wendell Ressler
10112	MAT	109	Calculus I	UNK	0	M W F	8:00 AM	8:50 AM	25	1	24	0			Iwan Praton
10112	MAT	109	Calculus I	UNK	0	T	1:15 PM	2:05 PM	25	1	24	0			Iwan Praton
10113	MAT	109	Calculus I	UNK	0	M W F	10:00 AM	10:50 AM	25	0	25	0			Iwan Praton
10113	MAT	109	Calculus I	UNK	0	T	2:15 PM	3:05 PM	25	0	25	0			Iwan Praton
10114	MAT	109	Calculus I	UNK	0	M W F	11:00 AM	12:05 PM	25	0	25	0			. Staff
10115	MAT	109	Calculus I	UNK	0	M W F	8:45 AM	9:50 AM	25	0	25	0			Arnold Feldman
10116	MAT	109	Calculus I	UNK	0	T R	8:30 AM	9:50 AM	25	0	25	0			Ehssan Khanmohammadi
10116	MAT	109	Calculus I	UNK	0	F	12:30 PM	1:20 PM	25	0	25	0			Ehssan Khanmohammadi
10117	MAT	110	Calculus II	UNK	0	M W F	2:15 PM	3:20 PM	25	0	25	0			Robert Gethner
10118	MAT	110	Calculus II	UNK	0	M W F	11:00 AM	12:05 PM	25	1	24	0			Robert Gethner
10119	MAT	110	Calculus II	UNK	0	T R	10:00 AM	11:20 AM	25	0	25	0			Christina Weaver
10119	MAT	110	Calculus II	UNK	0	F	12:30 PM	1:20 PM	25	0	25	0			Christina Weaver
10120	MAT	110	Calculus II	UNK	0	F	1:30 PM	2:20 PM	25	0	25	0			Christina Weaver
10120	MAT	110	Calculus II	UNK	0	T R	2:15 PM	3:35 PM	25	0	25	0			Christina Weaver
10121	MAT	110	Calculus II	UNK	0	T R	10:00 AM	11:20 AM	25	1	24	0			Michael McCooey
10121	MAT	110	Calculus II	UNK	0	F	12:30 PM	1:20 PM	25	1	24	0			Michael McCooey
10122	MAT	110	Calculus II	UNK	0	M W F	8:45 AM	9:50 AM	25	1	24	0			Alan Levine
10123	MAT	111	Calculus III	UNK	0	M W F	8:45 AM	9:50 AM	25	3	22	0			Barbara Nimershiem
10124	MAT	111	Calculus III	UNK	0	M W F	11:00 AM	12:05 PM	25	3	22	0			Barbara Nimershiem
10125	MAT	111	Calculus III	UNK	0	M W F	2:15 PM	3:20 PM	25	0	25	0			Barbara Nimershiem
10126	MAT	211	Intro to Higher Mathematics	UNK	0	F	1:30 PM	2:30 PM	20	0	20	0			Michael McCooey
10126	MAT	211	Intro to Higher Mathematics	UNK	0	T R	2:15 PM	3:35 PM	20	0	20	0			Michael McCooey
10127	MAT	215	Intro to Statistical Modeling	UNK	0	T R	8:30 AM	9:50 AM	25	7	18	0			Danel Draguljic
10127	MAT	215	Intro to Statistical Modeling	UNK	0	M	12:30 PM	1:20 PM	25	7	18	0			Danel Draguljic
10128	MAT	216	Probability and Statistics I	UNK	0	T R	12:45 PM	2:05 PM	25	5	20	0			Danel Draguljic
10128	MAT	216	Probability and Statistics I	UNK	0	M	1:30 PM	2:20 PM	25	5	20	0			Danel Draguljic
10129	MAT	229	Linear Algebra and Diff Eq	UNK	0	M W F	8:45 AM	9:50 AM	25	2	23	0			Robert Gethner
10130	MAT	237	Discrete Mathematics	UNK	0	M W F	10:00 AM	10:50 AM	25	6	19	0	25	8	Arnold Feldman
10131	MAT	237	Discrete Mathematics	UNK	0	M W F	1:30 PM	2:20 PM	25	2	23	0	25	2	Arnold Feldman
10134	MAT	330	Abstract Algebra	UNK	0	T R	12:45 PM	2:05 PM	20	11	9	0			Ehssan Khanmohammadi
10134	MAT	330	Abstract Algebra	UNK	0	M	1:30 PM	2:20 PM	20	11	9	0			Ehssan Khanmohammadi
10135	MAT	330	Abstract Algebra	UNK	0	M	12:30 PM	1:20 PM	20	4	16	0			Ehssan Khanmohammadi
10135	MAT	330	Abstract Algebra	UNK	0	T R	2:15 PM	3:35 PM	20	4	16	0			Ehssan Khanmohammadi
10136	MAT	338	Computational Mathematics	UNK	0	T R	8:30 AM	9:50 AM	25	3	22	0	25	4	Christina Weaver
10136	MAT	338	Computational Mathematics	UNK	0	M	12:30 PM	1:20 PM	25	3	22	0	25	4	Christina Weaver
10137	MAT	339	Mathematical Models	UNK	0	T R	10:00 AM	11:20 AM	25	23	2	0			Alan Levine
10138	MAT	471	Analytic Number Theory	UNK	0	M W F	10:00 AM	10:50 AM	20	5	15	0			Wendell Ressler
10561	MUS	100	Fundamentals	SCC	B12	M W F	10:00 AM	10:50 AM	25	0	25	0			Karen Jones
10562	MUS	107	Composing	BAR	GAU	M W F	11:00 AM	11:50 AM	15	1	14	0			John Carbon
10563	MUS	150	College Chorus	BAR	STA	T R	7:15 PM	8:45 PM	50	0	50	0			William Wright
10564	MUS	151	Chamber Singers	BAR	STA	M W	4:30 PM	6:00 PM	30	0	30	0			William Wright
10565	MUS	152	Orchestra	BAR	STA	M W	7:00 PM	8:30 PM	75	0	75	0			Brian Norcross
10566	MUS	153	Symphonic Wind Ensemble	BAR	STA	T R	4:45 PM	6:15 PM	50	0	50	0			Brian Norcross
10567	MUS	155	Jazz Ensemble	BAR	STA	T R	9:15 PM	10:45 PM	30	0	30	0			Jerry Laboranti
10599	MUS	157	African Drum Ensemble	SCC	B12	T R	7:15 PM	8:45 PM	25	0	25	0	30	0	Tammi Hessen
10600	MUS	222	Theory I	BAR	GAU	M W F	10:00 AM	10:50 AM	20	4	16	0			John Carbon
10601	MUS	224	Musicianship I	SCC	B12	M W	9:00 AM	9:50 AM	20	4	16	0			William Wright
10602	MUS	228	Middle Eastern Music & Culture	SCC	B12	M W	11:00 AM	12:20 PM	10	4	6	0	20	7	Sylvia Alajaji
10604	MUS	230	Music Hist 1: Antiquity - 1750	BAR	GAU	M W	2:30 PM	3:50 PM	20	4	16	0			Karen Jones
10605	MUS	250	College Chorus	BAR	STA	T R	7:15 PM	8:45 PM	50	0	50	0			William Wright
10606	MUS	251	Chamber Singers	BAR	STA	M W	4:30 PM	6:00 PM	30	0	30	0			William Wright
10607	MUS	252	Orchestra	BAR	STA	M W	7:00 PM	8:30 PM	75	0	75	0			Brian Norcross
10608	MUS	253	Symphonic Wind Ensemble	BAR	STA	T R	4:45 PM	6:00 PM	50	0	50	0			Brian Norcross
10609	MUS	255	Jazz Ensemble	BAR	STA	T R	9:15 PM	10:45 PM	30	0	30	0			Jerry Laboranti
10611	MUS	257	African Drum Ensemble	SCC	B12	T R	7:15 PM	8:45 PM	30	0	30	0			Tammi Hessen
10612	MUS	275	Songwriting	SCC	B12	M W	1:00 PM	2:20 PM	10	2	8	1	20	3	Matthew Butterfield
10612	MUS	275	Songwriting	SCC	B12	M W	1:00 PM	2:20 PM	10	2	8	1	20	3	Mary Barbara Sands Hall
10760	NSP	210	Genetically Modified Organisms	LSP	341	W	1:30 PM	4:20 PM	16	2	14	0			Peter Fields
10775	NSP	138	Lakes as Sentinels	UNK	0	W	12:30 PM	4:20 PM	16	6	10	0			Janet Fischer
10261	PBH	251	Intro to Public Health	UNK	0	M W	2:30 PM	3:50 PM	24	0	24	0			. Staff
10261	PBH	251	Intro to Public Health	UNK	0	M W	2:30 PM	3:50 PM	24	0	24	0			Janine Everett
10262	PBH	251	Intro to Public Health	UNK	0	M W	8:30 AM	9:50 AM	24	3	21	0			. Staff
10262	PBH	251	Intro to Public Health	UNK	0	M W	8:30 AM	9:50 AM	24	3	21	0			Janine Everett
10552	PBH	330	Sociology of Medicine	UNK	0	M W	2:30 PM	3:50 PM	5	2	3	1	25	8	Emily Marshall
10724	PBH	376	Pub Health Res: Health Equity	UNK	0	T R	10:00 AM	11:20 AM	16	12	4	0			Janine Everett
10725	PBH	376	Pub Health Res: Health Equity	UNK	0	T R	12:45 PM	2:05 PM	16	10	6	0			Janine Everett
10730	PBH	354	Epidemiology	LSP	317	M	1:30 PM	4:20 PM	16	15	1	0	16	15	. Staff
10730	PBH	354	Epidemiology	LSP	317	M W	11:00 AM	12:20 PM	16	15	1	0	16	15	. Staff
10730	PBH	354	Epidemiology	LSP	317	M	1:30 PM	4:20 PM	16	15	1	0	16	15	Janine Everett
10730	PBH	354	Epidemiology	LSP	317	M W	11:00 AM	12:20 PM	16	15	1	0	16	15	Janine Everett
10732	PBH	354	Epidemiology	LSP	143	T R	8:30 AM	9:50 AM	16	12	4	0	16	12	Janine Everett
10732	PBH	354	Epidemiology	LSP	143	R	1:30 PM	4:20 PM	16	12	4	0	16	12	. Staff
10732	PBH	354	Epidemiology	LSP	143	T R	8:30 AM	9:50 AM	16	12	4	0	16	12	. Staff
10732	PBH	354	Epidemiology	LSP	143	R	1:30 PM	4:20 PM	16	12	4	0	16	12	Janine Everett
10064	PHI	100	Introduction to Philosophy	LSP	257	M W	11:00 AM	12:20 PM	25	0	25	0			Glenn Ross
10065	PHI	100	Introduction to Philosophy	LSP	257	T R	12:45 PM	2:05 PM	25	0	25	0			Nicky Kroll
10066	PHI	122	Intro to Moral Philosophy	LSP	142	M W F	12:30 PM	1:20 PM	25	0	25	0			David Merli
10067	PHI	175	Intro to Political Philosophy	LSP	257	T R	2:15 PM	3:35 PM	25	0	25	0			. Staff
10068	PHI	210	History of Ancient Philosophy	LSP	257	M W F	10:00 AM	10:50 AM	20	11	9	0	25	14	Lee Franklin
10071	PHI	244	Symbolic Logic	LSP	142	M W	2:30 PM	3:50 PM	35	4	31	0			Glenn Ross
10075	PHI	278	Fdns of Political Thought	LSP	257	M W	3:00 PM	4:20 PM	25	1	24	0			. Staff
10076	PHI	279	"Race, Gender, Community"	UNK	0	T R	10:00 AM	11:20 AM	15	6	9	1	20	8	Bennett Helm
10076	PHI	279	"Race, Gender, Community"	UNK	0	T R	10:00 AM	11:20 AM	15	6	9	1	20	8	Nicky Kroll
10083	PHI	353	Phenomenology & Cog Science	LSP	258	W	1:30 PM	4:20 PM	13	7	6	0	16	9	Stephan Kaufer
10087	PHI	498	Philosophical Research	LSP	258	R	1:30 PM	4:20 PM	16	3	13	0			Lee Franklin
10653	PHI	250	Philosophy of Mind	LSP	257	M W	8:30 AM	9:50 AM	20	5	15	0			Bennett Helm
10720	PHI	351	Mind-Body Problem	LSP	258	M W	11:00 AM	12:20 PM	12	8	4	0			Bennett Helm
10739	PHI	337	Philosophy of Natural Science	LSP	258	T	1:30 PM	4:20 PM	13	8	5	0	16	9	Glenn Ross
10480	PHY	111	Fundamental Physics I	HAC	218	M W F	9:00 AM	9:50 AM	24	1	23	0			George Paily
10481	PHY	111	Fundamental Physics I	HAC	218	M W F	10:00 AM	10:50 AM	24	3	21	0			Kassandra Martin-Wells
10482	PHY	111	Fundamental Physics I	HAC	218	M W F	11:00 AM	11:50 AM	24	3	21	0			George Paily
10483	PHY	111	Lab	HAC	229	M	1:30 PM	4:20 PM	18	0	18	0			Calvin Stubbins
10484	PHY	111	Lab	HAC	229	T	1:30 PM	4:20 PM	18	1	17	0			Zachary Huard
10485	PHY	111	Lab	HAC	229	W	1:30 PM	4:20 PM	18	5	13	0			Etienne Gagnon
10486	PHY	111	Lab	HAC	229	R	1:30 PM	4:20 PM	18	1	17	0			Amy Lytle
10487	PHY	112	Fundamental Physics II	HAC	220	M W F	9:00 AM	9:50 AM	18	7	11	0			Zachary Huard
10487	PHY	112	Fundamental Physics II	HAC	203	W	1:30 PM	4:20 PM	18	7	11	0			Zachary Huard
10488	PHY	223	Modern Physics	HAC	220	M W F	11:00 AM	11:50 AM	24	2	22	0			Gregory Adkins
10489	PHY	223	Lab	HAC	216	W	1:30 PM	4:20 PM	18	1	17	0			Gregory Adkins
10490	PHY	223	Lab	HAC	216	R	1:30 PM	4:20 PM	18	1	17	0			Gregory Adkins
10493	PHY	333	Electric and Magnetic Fields	KAU	204	M W F	11:00 AM	12:05 PM	18	7	11	0			. Staff
10494	PHY	334	Mathematical Methods-Physics	HAC	220	M W F	10:00 AM	10:50 AM	18	6	12	0			Calvin Stubbins
10663	PHY	421	Experimental Methods-Physics	HAC	220	T R	1:30 PM	4:20 PM	9	8	1	0			Etienne Gagnon
10086	PSY	353	Phenomenology & Cog Science	LSP	258	W	1:30 PM	4:20 PM	3	2	1	0	16	9	Stephan Kaufer
10228	PSY	100	Introductory Psychology	LSP	142	M W F	9:00 AM	9:50 AM	49	6	43	1			Christina Abbott
10229	PSY	100	Introductory Psychology	LSP	142	M W F	10:00 AM	10:50 AM	49	4	45	0			. Staff
10230	PSY	100	Introductory Psychology	LSP	142	M W F	11:00 AM	11:50 AM	49	2	47	0			. Staff
10231	PSY	100	Lab	LSP	262	M	1:30 PM	4:20 PM	21	1	20	0			Ryan Lacy
10232	PSY	100	Lab	LSP	262	T	8:30 AM	11:20 AM	21	5	16	0			Christina Abbott
10233	PSY	100	Lab	LSP	262	T	1:30 PM	4:20 PM	21	1	20	0			Lauren Shuck
10234	PSY	100	Lab	LSP	262	W	1:30 PM	4:20 PM	21	2	19	0			. Staff
10235	PSY	100	Lab	LSP	262	R	8:30 AM	11:20 AM	21	0	21	0			. Staff
10236	PSY	100	Lab	LSP	262	R	1:30 PM	4:20 PM	21	3	18	0			Lauren Shuck
10237	PSY	100	Lab	LSP	262	F	1:30 PM	4:20 PM	21	0	21	0			. Staff
10238	PSY	101	Psychological Science	UNK	0	M W F	10:00 AM	10:50 AM	24	10	14	0			Allison Troy
10240	PSY	230	Design and Statistics	LSP	262	M W F	10:00 AM	10:50 AM	32	0	32	0			Meredith Bashaw
10240	PSY	230	Design and Statistics	LSP	262	M W F	10:00 AM	10:50 AM	32	0	32	0			. Staff
10241	PSY	230	Lab	LSP	143	T	1:30 PM	4:20 PM	16	0	16	0			Christina Abbott
10242	PSY	230	Lab	LSP	143	W	1:30 PM	4:20 PM	16	0	16	0			. Staff
10243	PSY	230	Design and Statistics	LSP	130	M W F	10:00 AM	10:50 AM	16	1	15	0			Meredith Bashaw
10243	PSY	230	Design and Statistics	LSP	143	M	1:30 PM	4:20 PM	16	1	15	0			Matthew Doran
10243	PSY	230	Design and Statistics	LSP	130	M W F	10:00 AM	10:50 AM	16	1	15	0			Matthew Doran
10243	PSY	230	Design and Statistics	LSP	143	M	1:30 PM	4:20 PM	16	1	15	0			Meredith Bashaw
10244	PSY	250	Animal Behavior	LSP	130	M W	11:00 AM	12:20 PM	16	0	16	0	16	6	Elizabeth Lonsdorf
10244	PSY	250	Animal Behavior	LSP	33	T	1:30 PM	4:20 PM	16	0	16	0	16	6	Elizabeth Lonsdorf
10247	PSY	302	Biopsychology	LSP	142	T R	8:30 AM	9:50 AM	24	22	2	0			Timothy Roth
10248	PSY	302	Lab	LSP	33	W	1:30 PM	4:20 PM	12	10	2	0			Timothy Roth
10250	PSY	305	Cognitive Psychology	LSP	138	T R	10:00 AM	11:20 AM	24	18	6	0			Lauren Shuck
10251	PSY	307	Personality Psychology	LSP	138	M W	3:00 PM	4:20 PM	24	18	6	0			Allison Troy
10252	PSY	309	Social Psychology	LSP	142	T R	10:00 AM	11:20 AM	24	17	7	0	24	17	Megan Knowles
10254	PSY	311	Origins of Moral Thought	LSP	262	M W	8:30 AM	9:50 AM	24	8	16	0	24	9	Joshua Rottman
10256	PSY	315	Cross-Cultural Psychology	UNK	0	T R	8:30 AM	9:50 AM	24	13	11	0	24	14	Michael Penn
10257	PSY	475	Animal Social Learning	UNK	0	M W	1:30 PM	2:50 PM	16	11	5	0			Elizabeth Lonsdorf
10258	PSY	481	Collab Res Dev Psychology	LSP	130	W	1:30 PM	4:20 PM	15	10	5	0			Krista Casler
10258	PSY	481	Collab Res Dev Psychology	UNK	0		12:00 AM	12:01 AM	15	10	5	0			Krista Casler
10259	PSY	482	Collab Res Soc Psychology	LSP	130	T	1:30 PM	4:20 PM	15	11	4	0			Megan Knowles
10259	PSY	482	Collab Res Soc Psychology	UNK	0		12:00 AM	12:01 AM	15	11	4	0			Megan Knowles
10571	PUB	200	Understanding Public Policy	UNK	0	T R	8:30 AM	9:50 AM	5	1	4	0	25	5	. Staff
10304	RST	113	Christianity	UNK	0	M W	11:00 AM	12:20 PM	25	6	19	0			Stephen Cooper
10305	RST	370	Islamic Law & Ethics	UNK	0	M W	1:00 PM	2:20 PM	15	4	11	0			SherAli Tareen
10306	RST	420	Interpreting Religion	UNK	0	M W	3:00 PM	4:20 PM	15	10	5	0			SherAli Tareen
10307	RST	112	Judaism	UNK	0	M W	8:30 AM	9:50 AM	25	3	22	0			. Staff
10309	RST	374	Spec Topic American Religion	UNK	0	T	1:30 PM	4:20 PM	15	4	11	0	15	4	. Staff
10310	RST	203	Cultural Hist of Amer Religion	UNK	0	T R	10:00 AM	11:20 AM	25	1	24	0	25	2	. Staff
10311	RST	111	Intro to Religious Studies	UNK	0	T R	2:15 PM	3:35 PM	25	1	24	0			. Staff
10312	RST	274	Special Topic in Judaism	UNK	0	T R	8:30 AM	9:50 AM	25	1	24	0			. Staff
10541	RST	153	Premodern Jewish History	UNK	0	M W F	12:30 PM	1:20 PM	25	0	25	0	25	1	Matthew Hoffman
10339	RUS	101	Elementary Russian I	UNK	0	M W F	11:00 AM	12:20 PM	19	2	17	0			Nina Bond
10340	RUS	201	Intermediate Russian I	UNK	0	M W F	8:45 AM	9:50 AM	19	3	16	0			. Staff
10341	RUS	179	Post-Soviet Pop Culture	UNK	0	M W	1:00 PM	2:20 PM	19	0	19	0			. Staff
10533	RUS	125	Imperial Russian History	UNK	0	T R	12:45 PM	2:05 PM	25	0	25	0	25	1	Abby Schrader
10670	RUS	301	Readings in Russian Lit I	UNK	0	M W F	1:00 PM	2:05 PM	19	0	19	0			Nina Bond
10542	SOC	100	Intro to Sociology	UNK	0	M W	8:30 AM	9:50 AM	30	1	29	0			Emily Marshall
10543	SOC	100	Intro to Sociology	UNK	0	M W F	11:00 AM	11:50 AM	30	3	27	0			Roscoe Scarborough
10544	SOC	100	Intro to Sociology	UNK	0	M W F	12:30 PM	1:20 PM	30	1	29	0			Roscoe Scarborough
10545	SOC	100	Intro to Sociology	UNK	0	M W	2:30 PM	3:50 PM	30	5	25	2			Ashley Rondini
10546	SOC	100	Intro to Sociology	UNK	0	T R	2:15 PM	3:35 PM	30	5	25	0			Ashley Rondini
10548	SOC	301	Hist of Sociological Theory	UNK	0	T R	8:30 AM	9:50 AM	20	9	11	0			Amy Singer
10549	SOC	302	Soc Research Methods	UNK	0	M	1:30 PM	4:20 PM	25	11	14	0			Katherine McClelland
10549	SOC	302	Soc Research Methods	UNK	0	M W F	10:00 AM	10:50 AM	25	11	14	0			Katherine McClelland
10550	SOC	310	Urban Sociology	UNK	0	T R	8:30 AM	9:50 AM	25	2	23	0			Jerome Hodos
10551	SOC	330	Sociology of Medicine	UNK	0	M W	2:30 PM	3:50 PM	20	6	14	0	25	8	Emily Marshall
10553	SOC	360	Race and Ethnic Relations	UNK	0	T R	10:00 AM	11:20 AM	20	8	12	0	25	8	Ashley Rondini
10555	SOC	364	Sociology of Family	UNK	0	M W	11:00 AM	12:20 PM	25	14	11	0			Caroline Faulkner
10557	SOC	379	Sociology Elective TBA	UNK	0	T R	2:15 PM	3:35 PM	25	1	24	0			. Staff
10558	SOC	410	Globalization	UNK	0	W	1:30 PM	4:20 PM	15	3	12	0			Jerome Hodos
10559	SOC	475	"Media, Culture, and Society"	UNK	0	M W	2:30 PM	3:50 PM	15	7	8	0			Roscoe Scarborough
10770	SOC	371	Sociology Elective TBA	UNK	0	T R	10:00 AM	11:20 AM	25	3	22	0			. Staff
10437	SPA	101	Beginning Spanish I	UNK	0	M T W R F	8:00 AM	8:50 AM	18	0	18	0			Maria Elena Aldea Agudo
10437	SPA	101	Beginning Spanish I	UNK	0	M T W R F	8:00 AM	8:50 AM	18	0	18	0			Felipe Quintanilla
10438	SPA	101	Beginning Spanish I	UNK	0	M T W R F	9:00 AM	9:50 AM	18	0	18	0			Felipe Quintanilla
10438	SPA	101	Beginning Spanish I	UNK	0	M T W R F	9:00 AM	9:50 AM	18	0	18	0			Maria Elena Aldea Agudo
10439	SPA	101	Beginning Spanish I	UNK	0	M T W R F	10:00 AM	10:50 AM	18	0	18	0			Felipe Quintanilla
10439	SPA	101	Beginning Spanish I	UNK	0	M T W R F	10:00 AM	10:50 AM	18	0	18	0			Maria Elena Aldea Agudo
10440	SPA	102	Beginning Spanish II	UNK	0	M T W R F	9:00 AM	9:50 AM	18	0	18	0			Jialing Liu
10440	SPA	102	Beginning Spanish II	UNK	0	M T W R F	9:00 AM	9:50 AM	18	0	18	0			Mery Soto-Harner
10441	SPA	102	Beginning Spanish II	UNK	0	M T W R F	10:00 AM	10:50 AM	18	0	18	0			Jialing Liu
10441	SPA	102	Beginning Spanish II	UNK	0	M T W R F	10:00 AM	10:50 AM	18	0	18	0			Mery Soto-Harner
10442	SPA	102	Beginning Spanish II	UNK	0	M W F	12:30 PM	1:20 PM	18	1	17	0			Sergio Diaz Luna
10442	SPA	102	Beginning Spanish II	UNK	0	T R	12:45 PM	1:35 PM	18	1	17	0			Sergio Diaz Luna
10442	SPA	102	Beginning Spanish II	UNK	0	M W F	12:30 PM	1:20 PM	18	1	17	0			Jialing Liu
10442	SPA	102	Beginning Spanish II	UNK	0	T R	12:45 PM	1:35 PM	18	1	17	0			Jialing Liu
10443	SPA	201	Intermediate Spanish I	UNK	0	M W F	8:00 AM	8:50 AM	18	0	18	0			. Staff
10444	SPA	201	Intermediate Spanish I	UNK	0	M W F	9:00 AM	9:50 AM	18	1	17	0			Sergio Diaz Luna
10445	SPA	201	Intermediate Spanish I	UNK	0	M W F	10:00 AM	10:50 AM	18	0	18	0			Sergio Diaz Luna
10446	SPA	201	Intermediate Spanish I	UNK	0	T R	10:00 AM	11:20 AM	18	3	15	0			Kathrin Theumer
10447	SPA	201	Intermediate Spanish I	UNK	0	M W F	11:00 AM	11:50 AM	18	0	18	0			. Staff
10448	SPA	201	Intermediate Spanish I	UNK	0	T R	2:15 PM	3:35 PM	18	1	17	0			Jialing Liu
10449	SPA	202	Intermediate Spanish II	UNK	0	M W F	11:00 AM	11:50 AM	18	2	16	0			Ashley LaBoda
10450	SPA	202	Intermediate Spanish II	UNK	0	M W F	12:30 PM	1:20 PM	18	0	18	0			Ashley LaBoda
10451	SPA	221	"Grammar, Conv & Composition"	UNK	0	M W	1:00 PM	2:20 PM	16	0	16	0			Anastasiya Stoyneva
10452	SPA	221	"Grammar, Conv & Composition"	UNK	0	M W	2:30 PM	3:50 PM	16	0	16	0			Anastasiya Stoyneva
10453	SPA	222	Adv Conversation & Composition	UNK	0	T R	12:45 PM	2:05 PM	16	1	15	0			. Staff
10454	SPA	321	Intro to Hisp Lit & Analysis	UNK	0	T R	10:00 AM	11:20 AM	16	8	8	0			Sofia Ruiz-Alfaro
10455	SPA	321	Intro to Hisp Lit & Analysis	UNK	0	T R	12:45 PM	2:05 PM	16	1	15	1			Sofia Ruiz-Alfaro
10456	SPA	372	Civilizacion de Espana	UNK	0	M W	11:00 AM	12:20 PM	16	3	13	3			Anastasiya Stoyneva
10457	SPA	373	Tell Me a Story	UNK	0	T R	2:15 PM	3:35 PM	16	6	10	2			Maria Elena Aldea Agudo
10458	SPA	475	La invencion de Cuba	UNK	0	T R	12:45 PM	2:05 PM	13	11	2	0	16	12	Kathrin Theumer
10459	SPA	414	El Detective Hispano	UNK	0	T R	10:00 AM	11:20 AM	16	6	10	1			Carmen Tisnado
10088	SPM	499	Senior Research Seminar	LSP	258	M	1:30 PM	4:20 PM	9	8	1	0			Michael Anderson
10088	SPM	499	Senior Research Seminar	UNK	0		12:00 AM	12:01 AM	9	8	1	0			Michael Anderson
10253	SPM	309	Social Psychology	LSP	142	T R	10:00 AM	11:20 AM	24	0	24	0	24	17	Megan Knowles
10255	SPM	311	Origins of Moral Thought	LSP	262	M W	8:30 AM	9:50 AM	24	1	23	0	24	9	Joshua Rottman
10385	STS	117	Environment and Human Values	HAC	115	T R	2:15 PM	3:35 PM	4	0	4	0	16	1	Eve Bratman
10386	STS	117	Environment and Human Values	HAC	102	M W	11:00 AM	12:20 PM	4	0	4	0	16	0	. Staff
10387	STS	117	Environment and Human Values	KAU	102	T R	12:45 PM	2:05 PM	4	0	4	0	16	0	James Strick
10741	STS	337	Philosophy of Natural Science	LSP	258	T	1:30 PM	4:20 PM	3	1	2	0	16	9	Glenn Ross
10745	STS	383	"Sex, Lies and Bookburning"	HAC	115	T R	8:30 AM	9:50 AM	20	2	18	0	20	7	James Strick
10748	STS	371	"Science, Facts and Fascism"	UNK	0	W F	8:30 AM	9:50 AM	20	1	19	0	20	1	. Staff
10749	STS	386	Changing Concepts of Universe	UNK	0	T R	7:30 PM	8:50 PM	20	11	9	0			Keith Miller
10764	STS	372	Creativity/Innovation & Design	UNK	0	F	1:30 PM	4:20 PM	18	4	14	0	18	11	Etienne Gagnon
10011	TDF	110	Foundations of World Theatre	UNK	0	T R	10:00 AM	11:20 AM	15	0	15	0	20	0	. Staff
10012	TDF	116	Introduction to Modern Dance	ROS	112	M W F	9:30 AM	10:50 AM	21	8	13	0			Jennifer Conley
10013	TDF	121	Stagecraft	UNK	0	W	10:00 AM	10:50 AM	12	5	7	0			Robert Marenick
10014	TDF	121	Lab	UNK	0	W	1:30 PM	4:20 PM	6	0	6	0			Robert Marenick
10015	TDF	121	Lab	UNK	0	F	1:30 PM	4:20 PM	6	5	1	0			Robert Marenick
10016	TDF	162	Motion Picture Production I	STA	29	W F	11:00 AM	12:20 PM	15	1	14	0	18	4	Jeremy Moss
10017	TDF	165	Intro to Film & Media Studies	ADA	200	R	7:30 PM	10:20 PM	70	4	66	3			Dirk Eitzen
10017	TDF	165	Intro to Film & Media Studies	ADA	200	W F	1:00 PM	2:20 PM	70	4	66	3			Dirk Eitzen
10018	TDF	267	Motion Picture History	UNK	0	W	7:30 PM	10:20 PM	25	5	20	0			Andrea Comiskey
